,smiles,Anti_Aging_Prob,AIC_Prob1,CS_Prob1,DNS_Prob1,EA_Prob1,GI_Prob1,LP_Prob1,MD_Prob1,SCE_Prob1,TA_Prob1
47,C=C(O)N(C)C(=N)N=C(N)N,0.6720332872260023,0.14786133622356984,0.13123132512277985,0.00019907139872687876,0.006601120836436893,0.0,0.8258570647226929,0.002506895,0.5056,0.892
48,COCN(C)C(=N)N=C(N)N,0.6572563577979667,0.025177434559216172,0.11016107706094298,0.0005575374757549602,0.002415061835693288,0.0,0.8861242565166454,0.0012272998,0.4338,0.88
49,CN(C)C(=N)N=C(N=N)NO,0.652982473016505,0.017903849201524012,0.08924748675109598,0.0012124959684735302,0.003531924486641882,0.0,0.8509854239386255,0.21938404,0.375,0.7
50,CC(C)N(C)C(=N)N=C(N)N,0.6522140167671715,0.10817284797682077,0.23968278915467633,0.00019426697094670686,0.0064424696980173515,0.0,0.7240490222792868,0.011425447,0.4902,0.872
51,CN(C=C=O)C(=N)N=C(N)N,0.6500861790865988,0.08590305513024138,0.11996821820442725,0.0016722648428021368,0.002364003688517702,0.0,0.7954974161362164,0.0007530381,0.5932,0.758
52,CN(C)C(=N)N=C(N)NCN,0.6478754581582545,0.03163228586966033,0.16006975062591258,0.0031702713063332293,0.005577319490264642,0.05555555555555555,0.8629930105942883,0.009483182,0.4918,0.968
53,CN(CO)C(=N)N=C(N)NN,0.6465361358394612,0.004876971584030471,0.1544770403768844,0.006944031497797856,0.0035377159061756825,0.0,0.9175265181723931,0.0037827054,0.5262,0.946
54,CN(C=N)C(=N)N=C(N)NN,0.6463276950240687,0.05028304944031548,0.11773255606363305,0.041798885361530896,0.00734448999439192,0.0,0.927458784403419,0.0020013342,0.4806,0.936
55,CN(C)C(=N)N=C(N=N)NN,0.6461581658041234,0.08698510225498478,0.08428668883308742,0.0018908176813921664,0.003451147201146446,0.0,0.8985870155579266,0.043215144,0.486,0.82
56,CN(CO)C(=N)N=C(N)N=O,0.6448114192317391,0.07428929615446303,0.08247774716021156,0.003337373677703857,0.0035899899576252252,0.0,0.7637775433704591,0.054075055,0.445,0.834
57,CN(C=O)C(=N)N=C(N)N=N,0.6446487941547621,0.004799846211972506,0.08364155474612836,0.0011987599572574348,0.013129682689990369,0.0,0.9396267018268074,0.008599719,0.3058,0.954
58,C=CN(C)C(=N)N=C(N)N=C,0.6438674766810913,0.03011173661475581,0.09990985507222802,0.0015221246113147806,0.025936189805024813,0.0,0.8635558695167864,0.0020232305,0.2928,0.934
59,CCN(C)C(N=C(N)N)=NN,0.6371997804959756,0.11792168935526517,0.22321537836056324,0.0021861163486022383,0.0069922539184472205,0.030864197530864196,0.8249416727154666,0.0020468808,0.5002,0.898
60,CN(C)C(N=C(N)N=N)=NO,0.6353984012807725,0.05060870508020208,0.07241662600163964,0.004055504010183443,0.010664816480319049,0.0,0.7831971537360891,0.06355421,0.454,0.902
61,CN=C(N=C(N)N=N)N(C)C,0.6341074271288805,0.0324832328295322,0.08836468904231998,0.0006241315383641743,0.005680392399697557,0.0,0.9132225505837437,0.0027654434,0.4768,0.922
62,C=C=CN(C)C(=N)N=C(N)N,0.6284902601586561,0.1938056292922095,0.09670519195557102,0.00031823799903138233,0.003808386575312376,0.0,0.7921453749945255,0.0028172468,0.5432,0.884
63,CN(C)C(N=C(N)N=O)=NN,0.6223197085935828,0.1282663073306497,0.14293119129663862,0.007718845002039763,0.002825502726459412,0.0,0.8464387613620773,0.006090316,0.5158,0.822
64,CNNC(N)=NC(=N)N(C)C,0.6167701826578221,0.03183019393690288,0.09542643755633534,0.0013814888819148998,0.004830538590690254,0.0,0.8790859775356497,0.034123402,0.538,0.882
65,CNC(N=O)=NC(=N)N(C)C,0.6152212932300669,0.016944266243036493,0.10415160490325438,0.001305433243994386,0.018942439513645975,0.0,0.8782440417299683,0.004885329,0.5014,0.882
66,C=NCN(C)C(=N)N=C(N)N,0.6121258049798155,0.07176263857705324,0.17932689751677816,0.0002092505744656456,0.0037570688778658886,0.0,0.7698812302553069,0.005524594,0.612,0.818
67,CCN(C=N)C(=N)N=C(N)N,0.6115787457188007,0.039507041561022846,0.12342706042827066,0.00014252141989718684,0.004420362257360004,0.0,0.7270154023000209,0.00083641696,0.4194,0.868
68,C=CNC(N)=NC(=N)N(C)C,0.6114566525311397,0.01136177304849529,0.11354223150446278,0.0003274847214752889,0.046000034700649464,0.015432098765432098,0.913210582101188,0.0024539323,0.5406,0.762
69,CCN(C)C(=N)N=C(N)N=O,0.5981161977537862,0.05874819589375699,0.06894374526365783,0.0012692626548379505,0.02445047062969426,0.0,0.7633004312802103,0.021171592,0.3042,0.906
70,C=NN=C(N=C(N)N)N(C)C,0.5935133365916399,0.13447051676739052,0.12597005733254224,0.0016302087782537522,0.0058609286751489685,0.0,0.7249336952409959,0.0039438554,0.4914,0.962
71,C=CN(C)C(N=C(N)N)=NN,0.5901945139285779,0.5694568185695363,0.11271392537719456,0.0004403449903435602,0.008435984837496389,0.0,0.7271382687051914,0.016361786,0.3098,0.982
72,CNC(N)=NC(=N)N(C)C=N,0.5897378445385301,0.010608637783120798,0.10110916932517837,0.0021476541725231842,0.005825458600951625,0.0,0.9002627738103972,0.14170675,0.4428,0.892
73,C=NC(=NC(=N)N(C)C)NN,0.5894124506735934,0.15514904512260722,0.12226241550182564,0.004694145016474388,0.023571375541226593,0.0,0.8757131490390506,0.012572855,0.4816,0.882
74,CN(C=NN)C(=N)N=C(N)N,0.5883985588769332,0.0480877914543327,0.10883001256831423,0.0005994204505239529,0.003318240914329439,0.0,0.9103616825308906,0.008870039,0.4912,0.8
75,C=CN(CO)C(=N)N=C(N)N,0.5882556101325674,0.06253441043844142,0.10222975741072567,0.0003357009375057745,0.002857710327570734,0.0,0.6903376739270667,0.0016589653,0.476,0.834
76,CN(C=O)C(=N)N=C(N)NO,0.587399964149403,0.14382290163726347,0.10925979630989313,0.010990015151053594,0.007371747868131507,0.0,0.8706336164861059,0.017821541,0.4592,0.794
77,CC(N)N(C)C(=N)N=C(N)N,0.5867346508058116,0.10424227903712431,0.16153938192670994,0.00044170604512939126,0.005150529594341345,0.0,0.6749800220190072,0.006466179,0.5432,0.914
78,C=CN(C=C)C(=N)N=C(N)N,0.582707901708313,0.09205673363034957,0.11128557994805749,0.00028325849610295824,0.004992446487208299,0.0,0.8091002094445623,0.0003872712,0.4834,0.86
79,CN=C(N=C(N)NO)N(C)C,0.5821077269699673,0.10339856589342343,0.0819635036765038,0.002283662506168343,0.004820866518506616,0.0,0.8150283679146509,0.01833695,0.526,0.916
80,CN(C)C(=N)N=C(NO)NO,0.5811998834130078,0.00952490733679899,0.07422669508437142,0.0030416726131548633,0.015328510013130481,0.009259259259259259,0.836567081031885,0.7561021,0.3112,0.884
81,CN(C=N)C(=N)N=C(N)N=O,0.5810188218294869,0.1996868924694018,0.12505052048840926,0.019365409977246745,0.005523885813697618,0.0,0.9346850832730087,0.09831304,0.2136,0.87
82,CN(C)C(=N)N=C(N)NNN,0.5793794842892777,0.025919285415718328,0.06247355277758994,0.002160405043817476,0.006002011639628795,0.009259259259259259,0.9123571339944199,0.021065796,0.5334,0.928
83,CN=CN(C)C(=N)N=C(N)N,0.573508907958531,0.027448018806325938,0.09880185882512735,0.000280923562132946,0.0020870927827829314,0.0,0.8764354436786962,0.00662421,0.5196,0.752
84,C=CN(C)C(=N)N=C(N)N=N,0.5696925485829074,0.03447045349116652,0.08871439634985237,0.0007947745964500061,0.03191543146601258,0.0,0.957739743830823,0.0017760592,0.351,0.932
85,CN(CNO)C(=N)N=C(N)N,0.5553863012739041,0.08800113984777172,0.18210094647704697,0.0006579338746532539,0.0038924943563278026,0.009259259259259259,0.8684050492872836,0.015270577,0.5522,0.918
86,C=NC(N)=NC(=NC)N(C)C,0.5538441776011925,0.05825210768402456,0.11402450361050533,0.0010761861661790504,0.018608378078643104,0.0,0.8141538545777899,0.009002034,0.5688,0.91
87,CN(CN)C(=N)N=C(N)N=N,0.5514713234749818,0.09524949062469802,0.1450386582387691,0.0017323572642655297,0.003318928949416313,0.0,0.8798194626794961,0.0049104546,0.5358,0.91
88,CN(C=CN)C(=N)N=C(N)N,0.5510361598545678,0.08033518251148263,0.08757819471133542,0.0008162213915812489,0.004790407170426136,0.0,0.7803990940248962,0.0042583826,0.4622,0.952
89,CCN(C)C(=N)N=C(N)NN,0.5491448581850755,0.00702071118853146,0.15562255846144674,0.002447535483243042,0.003812302172686892,0.0,0.9351546949535837,0.006584455,0.4536,0.96
90,CN(C)C(N=C(N)N)=NCO,0.5471742152792625,0.061958769862039374,0.1656816643944501,0.0007701735262315258,0.003828785017534728,0.0,0.6475828949503406,0.007324983,0.5832,0.864
91,CN(C)C(N=C(N)NN)=NO,0.5468898874307482,0.014977470948649079,0.1292703924760587,0.007767380780876058,0.009186813475821514,0.009259259259259259,0.8065298582912409,0.5039302,0.3596,0.934
92,C=CN(C)C(N=C(N)N)=NC,0.5462953880198119,0.05562783162942531,0.08908716219244148,0.000539360696145781,0.015265219134449034,0.0,0.8706676055304943,0.0035834902,0.3786,0.936
93,C=CCN(C)C(=N)N=C(N)N,0.5433802154692798,0.13550356737708513,0.10819933305450963,0.00025061210276089224,0.00805617931651599,0.0,0.8657383901244462,0.0011867078,0.5048,0.928
94,CN(C)C(=N)N=C(N)N(O)O,0.543192077887388,0.24066814825216623,0.08637607616251729,0.0025927869132723815,0.004390673805405327,0.0,0.7655667945487721,0.008162917,0.4066,0.946
95,CN(CO)C(N=C(N)N)=NN,0.5419817984331764,0.22440577899849568,0.1836340006806176,0.003104904950050916,0.006998079008028972,0.0,0.7739756589678128,0.0030161066,0.5334,0.9
96,CN(C)C(=N)N=C(N=N)N=N,0.5418470299356068,0.0032662860606111565,0.10825562261802096,0.0005661440152396384,0.006030531748484725,0.0,0.9136557422521498,0.2130838,0.269,0.834
97,CCCN(C)C(=N)N=C(N)N,0.5417596971759351,0.01723749557321015,0.13846644908696043,0.0004913928052052922,0.0025945701744234475,0.0,0.8954487073679083,0.0011145269,0.5658,0.934
98,CN=C(N=C(N)N)N(C)C=N,0.5411430936746865,0.16916875525380037,0.11681697712028886,0.003515574882876039,0.005050516470899765,0.0,0.8429750897548838,0.0028467607,0.5126,0.9
99,CN(C)C(=N)N=C(N)N=NO,0.5384221507266428,0.008276460199514604,0.07112661601017445,0.001389038188915419,0.15531678957796283,0.0,0.8969597810537866,0.0069169174,0.3718,0.934
100,CN(C)C(=N)N=C(N)NN=O,0.5384221507266428,0.008276460199514604,0.07112661601017445,0.001389038188915419,0.15531678957796283,0.0,0.8969597810537866,0.0069169174,0.3718,0.934
101,CN(C)C(=N)N=C(N)NOO,0.5366691089374613,0.012811412268914696,0.19588162499408884,0.002627605674224562,0.008156295110936976,0.0,0.9315837800394633,0.0020780307,0.514,0.932
102,CNC(N=N)=NC(=N)N(C)C,0.5361561229075453,0.007644304607923296,0.12933598619545394,0.0007413053793112658,0.026858824918268184,0.0,0.9383337096603972,0.0016721991,0.4924,0.834
103,CN(CO)C(=N)N=C(N)NO,0.5360086017031594,0.06739659071991964,0.10702205312766393,0.005115656671028841,0.00511117126620147,0.0,0.8402599086386521,0.01184045,0.5712,0.89
104,CNC(N)=NC(=N)N(C)CN,0.5340183637344965,0.041821422606842164,0.1179790636013656,0.0013067107866818308,0.003999260407455852,0.0,0.8086153810265477,0.042599995,0.5832,0.904
105,CN(C=C=N)C(=N)N=C(N)N,0.5328257420325312,0.04028738980173368,0.13352786070487357,0.02369427152658109,0.0031417745808247116,0.0,0.7799489554466497,0.00048001803,0.588,0.826
106,CN(C(=N)N=C(N)N)C(=O)O,0.532822191723834,0.047753484956728424,0.19073813903466502,0.0008269280723462053,0.0030399062856298715,0.0,0.8191957561047041,0.004461644,0.545,0.784
107,CN(C)C(N=C(N)NN)=NN,0.5312673743569327,0.02754810436307094,0.10990323972136445,0.0068702114509731444,0.0025700546390077395,0.0,0.8867011986074718,0.0041755014,0.487,0.966
108,C=CN(C=O)C(=N)N=C(N)N,0.5299433524031152,0.08458539945987255,0.10401174264234617,0.0005924815070542812,0.0026611207789704197,0.0,0.7583521655530303,0.00025683816,0.427,0.874
109,CNN=C(N=C(N)N)N(C)C,0.5291130694304642,0.24037958575965332,0.164783923378366,0.0014864418031976787,0.004508609691598037,0.0,0.7559146893331861,0.0022316787,0.5672,0.954
110,CN=C(N=C(N)N=O)N(C)C,0.5226633363990677,0.10145024924993518,0.13303303298269772,0.003916382717924206,0.004392745589108481,0.0,0.8880509105806973,0.023140753,0.3884,0.848
111,C=NC(N)=NC(=N)N(C)CO,0.5225542768692284,0.004613255093579033,0.10520184054466354,0.0062744905393574074,0.006237003057413295,0.0,0.9216120858725677,0.015094454,0.5124,0.948
112,C=NC(=NC(=N)N(C)C)NC,0.520307923496121,0.0032449149529423073,0.16366004416406438,0.0007218209852201787,0.12275791159811625,0.0,0.897361352074777,0.005276369,0.4818,0.87
113,CN(C=O)C(=N)N=C(N)NN,0.5202715394411402,0.046422623201911005,0.128923978374246,0.009222619488090918,0.005961108485225893,0.0,0.9365861670818699,0.0016001216,0.5038,0.882
114,CC(=O)N(C)C(=N)N=C(N)N,0.5182248449273891,0.030317557932900568,0.13539140600757937,0.0004703824759270278,0.0028995600987731327,0.0,0.7790450227974726,0.0064901942,0.515,0.87
115,C=C=NC(N)=NC(=N)N(C)C,0.5175976860014485,0.06507553650025377,0.09577098907781087,0.0018355437013900093,0.016611336920373945,0.0,0.8762115627234203,0.04693988,0.3266,0.836
116,CN(C)C(=N)N=C(N)N=C=O,0.5172159455541976,0.03200730244683188,0.16084498298842217,0.0011168626255583989,0.010779522153455767,0.0,0.8144208901885993,0.14286096,0.378,0.954
117,CN(C=O)C(N=C(N)N)=NN,0.5151170991153717,0.19053997132680092,0.24620549393822397,0.0010438934815735748,0.007359259300602731,0.018518518518518517,0.7794466708112584,0.001156771,0.482,0.886
118,CN(C)C(=N)N=C(N)NC=N,0.514616453123627,0.039138809719654666,0.09330378404248212,9.580412778995289e-05,0.007060719353091703,0.0,0.9092223340973729,0.0021459023,0.3644,0.774
119,CN(C)C(=N)N=C(N)N=CN,0.514616453123627,0.039138809719654666,0.09330378404248212,9.580412778995289e-05,0.007060719353091703,0.0,0.9092223340973729,0.0021459023,0.3644,0.774
120,C=CN(C)C(=N)N=C(N)NN,0.5133790408349654,0.02886486824773944,0.09197487330042048,0.001005191924435675,0.015397398327297187,0.0,0.9302245987246267,0.002655367,0.4272,0.906
121,CNC(N)=NC(=N)N(C)C=O,0.5127915246422827,0.005425750960841113,0.09753594617972106,0.00033322451776786555,0.005579677516036708,0.0,0.9056188410550303,0.0025201591,0.4144,0.934
122,N=CN(CN)C(=N)N=C(N)N,0.5105860586470363,0.040263864038680965,0.1514240581882196,0.0008086608599247542,0.005374642410836133,0.0,0.668920985454847,0.0037037355,0.5262,0.794
123,CN(C)C(=N)N=C(N)N=NN,0.5104983691620728,0.016270378888516464,0.07999314163162466,0.0012831135370071397,0.006980285140207013,0.0,0.8498080290634296,0.022842819,0.4348,0.79
124,CN(C)C(=N)N=C(N)NN=N,0.5104983691620728,0.016270378888516464,0.07999314163162466,0.0012831135370071397,0.006980285140207013,0.0,0.8498080290634296,0.022842819,0.4348,0.79
125,CN(C=NO)C(=N)N=C(N)N,0.5092321744493387,0.06214522915591748,0.08986503172523214,0.0006109147503730712,0.007525323345772244,0.0,0.9382979180217684,0.004619082,0.4144,0.87
126,CN(C)C(N=C(N)N)=NOO,0.5089220748964506,0.08911796290509376,0.16109498337659564,0.0008131525864817285,0.01578651668706244,0.0,0.6180473797493302,0.00080286554,0.5228,0.962
127,C=NC(N=O)=NC(=N)N(C)C,0.5080351995162473,0.053340546352784,0.10534203113742466,0.013875731165866042,0.055569490453011385,0.0,0.927961157541033,0.053861134,0.3296,0.934
128,C=NC(N)=NC(=NO)N(C)C,0.5,0.04330853281211982,0.07004904976326648,0.002289666738501669,0.008050866475640425,0.0,0.7330065834179459,0.4171385,0.3312,0.872
129,C=CN(C)C(=N)N=C(N)N=O,0.5,0.11763599143637828,0.12037172503340664,0.0012127630507856625,0.08112571759062542,0.0,0.8683449080981066,0.03573253,0.3372,0.898
130,CN(C)C(N=C(N)N)=NN=O,0.5,0.207915781543739,0.21841237363627258,0.0055707513504306,0.012797739237369501,0.009259259259259259,0.6864159983804995,0.00083118596,0.4978,0.94
131,CN(C(=N)N=C(N)N)C(N)O,0.5,0.17515585755506502,0.1492737218842827,0.0002618603760339651,0.004072501843672413,0.0,0.730075554746401,0.013445158,0.6088,0.944
132,CN(C)C(N=C(N)N)=NC=N,0.5,0.025467279469362926,0.14946355196806946,0.0010271888726492687,0.003843620578194988,0.009259259259259259,0.8510854737236587,0.0017009783,0.5658,0.894
133,CN(COO)C(=N)N=C(N)N,0.5,0.08419647532163523,0.08378910757091158,0.0007957941973648388,0.002442250225726671,0.08179012345679011,0.8683354133795238,0.004628086,0.5282,0.918
134,N=CN(CO)C(=N)N=C(N)N,0.4918778398091595,0.08232315374878685,0.11888055055443024,0.00071030062643181,0.004731326191619834,0.009259259259259259,0.5541272354715718,0.0015912214,0.4324,0.826
135,CCNC(N)=NC(=N)N(C)C,0.48731677347202895,0.0036086369534697937,0.16050478121835704,0.00031943302634965736,0.0066960598513201505,0.0,0.9410649831173785,0.0010362328,0.5408,0.944
136,C=CN(C=N)C(=N)N=C(N)N,0.4865093085250307,0.060545417892739005,0.1491821210747555,0.00044771829020924693,0.002658105252803312,0.0,0.7871584436883142,0.0011288911,0.5452,0.878
137,C=NC(N=C)=NC(=N)N(C)C,0.4844043365810565,0.006421277588581756,0.11050147491387781,0.002206231805422006,0.13820589027067148,0.0,0.891467011436456,0.030702299,0.1468,0.926
138,N=C(N=C(N)N)N(C=O)C=O,0.482987125028057,0.0667552008680688,0.1762708577262542,0.0006028891991916672,0.002861055731427493,0.009259259259259259,0.6983669954930111,0.0003580381,0.4812,0.844
139,CCN(CC)C(=N)N=C(N)N,0.47888454143860004,0.02128197369535115,0.13475494093303295,0.00043317975259582513,0.00527141624326072,0.0,0.8344197982994552,0.0030822766,0.5964,0.922
140,CC=CN(C)C(=N)N=C(N)N,0.47854698315661365,0.07017973315939789,0.09372437124405553,0.0005125191284911652,0.0034129287368976267,0.0,0.8382731307963365,0.012832518,0.4746,0.926
141,CN(C=N)C(N=C(N)N)=NN,0.4769527614816791,0.15604386102723516,0.2006561601184565,0.0019768612888387206,0.013177010114893601,0.040123456790123455,0.7227423439983764,0.0044522793,0.4922,0.806
